FirstName,LastName,ManagerID
William,Hoover,196
Warren,Fillmore,197
Harry,Jackson,198
William,Harrison,199
Abraham,Kennedy,200
Ronald,Hoover,201
Ulysses,Ford,202
Abraham,Polk,203
Martin,Roosevelt,204
Gerald,Carter,205
William,Harding,206
Woodrow,Johnson,207
Dwight,Coolidge,208
Abraham,Eisenhower,209
Thomas,McKinley,210
Ulysses,Fillmore,211
Ronald,Wilson,212
Millard,Fillmore,213
Woodrow,Johnson,214
Warren,Adams,215
Andrew,Harrison,216
Harry,Adams,217
Woodrow,Washington,218
Andrew,Harrison,219
Warren,Clinton,220
Grover,Buchanan,221
Lyndon,Roosevelt,222
Herbert,Carter,223
Ulysses,Tyler,224
Grover,Washington,225
George,Wilson,226
Rutherford,Johnson,227
Millard,Harrison,228
Chester,Van Buren,229
Richard,Harrison,230
Lyndon,Johnson,231
Woodrow,Wilson,232
Gerald,Monroe,233
Ronald,Fillmore,234
William,Pierce,235
Dwight,Madison,236
Andrew,Grant,237
Gerald,Monroe,238
George,Adams,239
Benjamin,Roosevelt,240
Dwight,Coolidge,241
Thomas,Nixon,242
William,Johnson,243
George,Quincy,244
Warren,Monroe,245
Lyndon,Harrison,246
William,Nixon,247
William,Ford,248
George,Arthur,249
Ulysses,Carter,250
Gerald,Cleveland,251
Richard,Coolidge,252
Theodore,Harrison,253
Chester,Ford,254
George,Lincoln,255
Chester,Hayes,256
Rutherford,Cleveland,257
Zachary,Hoover,258
Chester,Hoover,259
Franklin,Tyler,260
Ronald,Hoover,261
Bill,Jackson,262
Herbert,Monroe,263
Ulysses,Arthur,264
Ronald,Harrison,265
Ronald,Buchanan,266
George,Eisenhower,267
John,Nixon,268
Gerald,Reagan,269
George,Washington,270
Calvin,Ford,271
Chester,Harding,272
Ronald,Coolidge,273
Thomas,Roosevelt,274
Dwight,Jefferson,275
Ronald,Cleveland,276
Chester,Jackson,277
Rutherford,Adams,278
Calvin,Hayes,279
Jimmy,Adams,280
Thomas,Van Buren,281
Dwight,Van Buren,282
Herbert,Jackson,283
Chester,Cleveland,284
John,Johnson,285
Millard,Coolidge,286
Thomas,Quincy,287
Abraham,Madison,288
Abraham,Monroe,289
Ronald,Hayes,290
Ulysses,Grant,291
Dwight,Hayes,292
Woodrow,Clinton,293
Ulysses,Washington,294
John,Grant,295
Chester,Adams,296
Benjamin,Ford,297
Thomas,Polk,298
Chester,Garfield,299
Richard,Pierce,300
John,Johnson,301
Gerald,Polk,302
Chester,Roosevelt,303
Herbert,Pierce,304
Ronald,Truman,305
Herbert,Fillmore,306
Martin,Jackson,307
Andrew,Adams,308
John,Kennedy,309
Franklin,Fillmore,310
William,Roosevelt,311
George,Monroe,312
William,Hayes,313
James,Kennedy,314
Warren,Buchanan,315
Andrew,Quincy,316
Thomas,Quincy,317
Richard,Garfield,318
Grover,Jefferson,319
James,Jackson,320
John,Coolidge,321
Richard,Arthur,322
Andrew,Ford,323
William,Madison,324
Millard,Pierce,325
Andrew,Roosevelt,326
Jimmy,Adams,327
Ronald,Harding,328
Grover,Polk,329
Bill,Madison,330
John,Reagan,331
Lyndon,Harrison,332
Herbert,Harrison,333
Grover,Reagan,334
Franklin,McKinley,335
Martin,Garfield,336
Bill,Harrison,337
Andrew,Buchanan,338
Franklin,Jackson,339
John,Wilson,340
Dwight,Wilson,341
Ronald,Madison,342
Dwight,Jefferson,343
Calvin,Johnson,344
Ulysses,Clinton,345
Rutherford,Roosevelt,346
Calvin,Jefferson,347
Richard,Buchanan,348
Franklin,Adams,349
James,Tyler,350
Gerald,Cleveland,351
Gerald,Monroe,352
Lyndon,Taft,353
Zachary,Roosevelt,354
Martin,Taft,355
John,Van Buren,356
Zachary,Madison,357
Theodore,Johnson,358
Grover,Hoover,359
Warren,Lincoln,360
Herbert,Coolidge,361
Zachary,Coolidge,362
Gerald,Jackson,363
Chester,Harding,364
Theodore,Carter,365
Rutherford,Carter,366
William,Quincy,367
Dwight,Quincy,368
Andrew,Washington,369
Grover,McKinley,370
Benjamin,Van Buren,371
Gerald,Truman,372
Benjamin,Johnson,373
Martin,Tyler,374
Warren,Kennedy,375
John,Tyler,376
Gerald,Adams,377
Ulysses,Johnson,378
George,Van Buren,379
Chester,Hoover,380
Ulysses,Madison,381
Herbert,Ford,382
Ronald,Harding,383
Bill,Harrison,384
Herbert,Kennedy,385
Ulysses,Quincy,386
Bill,Reagan,387
Jimmy,Adams,388
Thomas,Harrison,389
Jimmy,McKinley,390
Warren,Harding,391
Woodrow,Arthur,392
George,Jefferson,393
Thomas,Washington,394
Benjamin,Jackson,395
Bill,Hoover,396
Dwight,Madison,397
Bill,Cleveland,398
Ulysses,Eisenhower,399
Herbert,Pierce,400
Dwight,Monroe,401
Chester,Fillmore,402
Franklin,Clinton,403
Harry,Jackson,404
Richard,Kennedy,405
James,Madison,406
Lyndon,Adams,407
Chester,Harrison,408
Calvin,Wilson,409
Franklin,Pierce,410
Theodore,Johnson,411
George,McKinley,412
James,Adams,413
Richard,Garfield,414
Millard,Garfield,415
Herbert,Arthur,416
Millard,Tyler,417
Benjamin,Quincy,418
Franklin,Taylor,419
Ulysses,Adams,420
Dwight,Wilson,421
Richard,Adams,422
Theodore,Buchanan,423
Dwight,Coolidge,424
Millard,Taft,425
Chester,Eisenhower,426
Jimmy,Truman,427
Dwight,McKinley,428
Theodore,Truman,429
Woodrow,Van Buren,430
Warren,Ford,431
Warren,Clinton,432
Abraham,Reagan,433
Martin,Hoover,434
Franklin,Arthur,435
Ronald,Polk,436
Franklin,Adams,437
Zachary,Fillmore,438
Rutherford,Washington,439
Thomas,Garfield,440
Abraham,Garfield,441
Harry,Reagan,442
Calvin,Ford,443
Benjamin,Roosevelt,444
Bill,Fillmore,445
Dwight,Tyler,446
Jimmy,Jefferson,447
Woodrow,Roosevelt,448
Herbert,Fillmore,449
Abraham,Wilson,450
Grover,Buchanan,451
John,Carter,452
Ulysses,Washington,453
Rutherford,Jefferson,454
Herbert,Quincy,455
Herbert,Clinton,456
Herbert,Arthur,457
Thomas,Jefferson,458
Warren,Ford,459
Franklin,Wilson,460
Benjamin,Buchanan,461
Rutherford,Monroe,462
Dwight,Tyler,463
Jimmy,Ford,464
Gerald,Adams,465
Thomas,Carter,466
Bill,Carter,467
Warren,Garfield,468
Jimmy,Tyler,469
Andrew,Roosevelt,470
Dwight,Garfield,471
Calvin,Reagan,472
Herbert,Roosevelt,473
William,Buchanan,474
Warren,Tyler,475
Herbert,Adams,476
Franklin,Buchanan,477
Ronald,Carter,478
Theodore,Coolidge,479
Franklin,Garfield,480
Bill,Ford,481
Chester,Van Buren,482
Ronald,Harrison,483
Herbert,Harrison,484
Benjamin,Coolidge,485
Harry,Harrison,486
Gerald,Jackson,487
Grover,Kennedy,488
Ulysses,Fillmore,489
Martin,Harrison,490
Ulysses,Cleveland,491
Bill,Monroe,492
Franklin,Clinton,493
Richard,Washington,494
Martin,Buchanan,495
Harry,Jackson,496
Grover,Roosevelt,497
Martin,Monroe,498
Martin,Jefferson,499
Millard,Coolidge,500
George,Nixon,501
John,Carter,502
Ronald,Fillmore,503
Warren,Harding,504
Rutherford,Taft,505
James,Washington,506
Benjamin,Roosevelt,507
Chester,Grant,508
Chester,Taft,509
Franklin,Adams,510
Calvin,Van Buren,511
Dwight,Eisenhower,512
Grover,Hoover,513
Chester,Tyler,514
Franklin,Hayes,515
Martin,Fillmore,516
Bill,Garfield,517
Lyndon,Jefferson,518
Thomas,Kennedy,519
Herbert,Monroe,520
Martin,Quincy,521
Harry,Tyler,522
Ulysses,Taft,523
Benjamin,Grant,524
Richard,Carter,525
James,Johnson,526
Chester,Nixon,527
Rutherford,Roosevelt,528
Warren,Grant,529
Richard,Roosevelt,530
Richard,Garfield,531
Richard,Roosevelt,532
Lyndon,Van Buren,533
Rutherford,Clinton,534
Thomas,Coolidge,535
Ronald,Jackson,536
Franklin,Eisenhower,537
Herbert,McKinley,538
Rutherford,Madison,539
Benjamin,Taft,540
Jimmy,Hoover,541
Chester,Johnson,542
William,Polk,543
Martin,Taft,544
Ronald,Harrison,545
William,Hoover,546
George,Buchanan,547
Rutherford,Taylor,548
Jimmy,Polk,549
John,Wilson,550
Rutherford,Buchanan,551
Ulysses,Harrison,552
Zachary,Johnson,553
Benjamin,Hayes,554
Franklin,McKinley,555
Franklin,Adams,556
Grover,Taft,557
Chester,Carter,558
Dwight,Hayes,559
Herbert,Garfield,560
Dwight,Wilson,561
George,Eisenhower,562
Richard,Johnson,563
William,Van Buren,564
John,Jefferson,565
Richard,Van Buren,566
Martin,Jefferson,567
Lyndon,Arthur,568
Martin,Pierce,569
Chester,Van Buren,570
Benjamin,Polk,571
Ulysses,Garfield,572
Grover,Hoover,573
Dwight,Roosevelt,574
Richard,Taft,575
Richard,Washington,576
Calvin,Nixon,577
James,Pierce,578
Richard,Johnson,579
Zachary,Polk,580
Jimmy,Roosevelt,581
Dwight,Johnson,582
Franklin,Kennedy,583
Andrew,Grant,584
Martin,McKinley,585
Woodrow,Adams,586
Zachary,Harrison,587
Ronald,Fillmore,588
Chester,Truman,589
Millard,Adams,590
Richard,Wilson,591
George,McKinley,592
Franklin,Grant,593
Ronald,Truman,594
John,Roosevelt,595
Bill,Arthur,596
Jimmy,Reagan,597
Martin,Van Buren,598
Dwight,Carter,599
William,Arthur,600
Rutherford,Wilson,601
George,Ford,602
Andrew,McKinley,603
Jimmy,Harrison,604
Franklin,Polk,605
Millard,Roosevelt,606
Andrew,Grant,607
Lyndon,Madison,608
John,Johnson,609
Grover,Pierce,610
Gerald,McKinley,611
Theodore,Garfield,612
John,Roosevelt,613
Gerald,Harrison,614
Ronald,Arthur,615
Richard,Van Buren,616
George,Madison,617
Dwight,Grant,618
Jimmy,Monroe,619
Richard,Truman,620
Chester,Roosevelt,621
Millard,Roosevelt,622
Martin,Roosevelt,623
Abraham,Adams,624
Thomas,Eisenhower,625
Martin,Taylor,626
Andrew,Lincoln,627
Millard,Harrison,628
Dwight,Eisenhower,629
Thomas,Adams,630
Ronald,Truman,631
George,Truman,632
James,Johnson,633
Dwight,Adams,634
Rutherford,Reagan,635
Jimmy,Tyler,636
Ronald,Eisenhower,637
Millard,Carter,638
Grover,Eisenhower,639
Ulysses,Kennedy,640
Ulysses,Coolidge,641
William,Eisenhower,642
Gerald,Washington,643
Ulysses,Kennedy,644
Abraham,Ford,645
Ulysses,Madison,646
Ronald,Arthur,647
Harry,Nixon,648
Ronald,Tyler,649
Dwight,Harrison,650
Millard,Roosevelt,651
Dwight,Washington,652
Theodore,Harding,653
Benjamin,Garfield,654
Warren,Madison,655
Bill,Ford,656
George,Kennedy,657
Ulysses,Grant,658
Calvin,Roosevelt,659
Abraham,Hoover,660
Andrew,Taft,661
Rutherford,Madison,662
Richard,Roosevelt,663
Ulysses,Pierce,664
William,Grant,665
Martin,Garfield,666
Dwight,Quincy,667
Grover,Cleveland,668
Millard,Carter,669
Herbert,Ford,670
Ulysses,Johnson,671
George,Van Buren,672
Martin,Quincy,673
Harry,Van Buren,674
Ronald,Clinton,675
Ronald,Arthur,676
Lyndon,Truman,677
Chester,Clinton,678
Jimmy,Harding,679
Warren,Kennedy,680
Zachary,Jackson,681
Benjamin,Harding,682
William,Madison,683
Richard,Washington,684
Harry,Eisenhower,685
Andrew,Adams,686
Warren,Eisenhower,687
Harry,Arthur,688
Chester,Roosevelt,689
Thomas,Roosevelt,690
James,Johnson,691
Richard,Kennedy,692
Thomas,Clinton,693
Theodore,Washington,694
George,Harrison,695
Warren,McKinley,696
Jimmy,Madison,697
Bill,Arthur,698
Ulysses,Pierce,699
Rutherford,Johnson,700
Herbert,Tyler,701
Dwight,Harding,702
Lyndon,Washington,703
Harry,McKinley,704
Franklin,Carter,705
James,Carter,706
Zachary,Quincy,707
Thomas,Harrison,708
Gerald,Taft,709
Millard,Johnson,710
Ronald,Adams,711
George,Johnson,712
Woodrow,Hayes,713
Benjamin,Hoover,714
Zachary,Polk,715
Woodrow,Garfield,716
Richard,Tyler,717
Millard,Tyler,718
Gerald,Hoover,719
Millard,Adams,720
Andrew,McKinley,721
Franklin,Buchanan,722
Richard,Washington,723
Zachary,Jefferson,724
Ronald,Polk,725
Dwight,Fillmore,726
Harry,Harrison,727
Grover,Harrison,728
Warren,Van Buren,729
Herbert,Ford,730
Richard,Jefferson,731
Theodore,Buchanan,732
Woodrow,Jefferson,733
James,Madison,734
Millard,Madison,735
Theodore,Van Buren,736
Gerald,Clinton,737
Chester,Nixon,738
George,Nixon,739
Calvin,Adams,740
Andrew,Kennedy,741
Harry,Pierce,742
Benjamin,Eisenhower,743
Ulysses,Grant,744
Chester,Harrison,745
Benjamin,Polk,746
Calvin,Garfield,747
Dwight,Washington,748
Bill,Arthur,749
Franklin,Buchanan,750
Woodrow,Washington,751
Andrew,Taylor,752
Lyndon,Quincy,753
Franklin,Clinton,754
James,Nixon,755
Martin,Monroe,756
James,Hayes,757
George,Monroe,758
Woodrow,Grant,759
Ulysses,Pierce,760
Ronald,Van Buren,761
Rutherford,Fillmore,762
Herbert,Taft,763
Jimmy,Carter,764
Ulysses,Monroe,765
Bill,Jackson,766
Ulysses,Van Buren,767
Jimmy,Washington,768
Andrew,Coolidge,769
Rutherford,Nixon,770
Lyndon,Grant,771
Zachary,Hoover,772
John,Adams,773
Harry,Jefferson,774
William,Reagan,775
Ulysses,Coolidge,776
George,Harrison,777
Bill,Reagan,778
Lyndon,Garfield,779
Ronald,Quincy,780
John,Johnson,781
Richard,Roosevelt,782
George,Monroe,783
Ulysses,Carter,784
John,Kennedy,785
Herbert,Van Buren,786
Chester,Jackson,787
Jimmy,Harding,788
George,Wilson,789
Herbert,Johnson,790
Andrew,Kennedy,791
Abraham,Roosevelt,792
Calvin,Monroe,793
Ulysses,Tyler,794
Gerald,Arthur,795
Harry,Adams,796
Gerald,Tyler,797
Gerald,Adams,798
Lyndon,Tyler,799
Dwight,Taft,800
Richard,Hoover,801
Millard,Washington,802
Woodrow,Truman,803
George,Polk,804
Richard,Kennedy,805
Franklin,Pierce,806
Benjamin,Johnson,807
Richard,McKinley,808
Woodrow,Madison,809
Zachary,Jefferson,810
Rutherford,Johnson,811
Rutherford,Pierce,812
Calvin,Harrison,813
Richard,Carter,814
Rutherford,Arthur,815
Herbert,Jackson,816
Gerald,Hoover,817
George,Cleveland,818
Richard,McKinley,819
Woodrow,Fillmore,820
Chester,Harding,821
Herbert,McKinley,822
Ronald,Coolidge,823
Millard,Jackson,824
Ulysses,Harrison,825
Ulysses,Buchanan,826
Warren,Buchanan,827
Martin,Arthur,828
Thomas,Wilson,829
Abraham,Roosevelt,830
Dwight,Buchanan,831
John,Jefferson,832
Dwight,Taft,833
William,Jackson,834
Harry,Fillmore,835
Harry,Adams,836
Jimmy,McKinley,837
Franklin,Truman,838
Gerald,Washington,839
Lyndon,Johnson,840
Ulysses,Kennedy,841
Chester,McKinley,842
Harry,Taylor,843
Woodrow,Harrison,844
Millard,Van Buren,845
Lyndon,Coolidge,846
William,Garfield,847
Benjamin,Lincoln,848
Harry,Van Buren,849
Benjamin,Cleveland,850
Dwight,Van Buren,851
Lyndon,Harrison,852
Dwight,Buchanan,853
Herbert,McKinley,854
Franklin,Adams,855
Jimmy,Johnson,856
Woodrow,Roosevelt,857
Rutherford,Ford,858
Benjamin,Grant,859
Gerald,Jefferson,860
Warren,Washington,861
Warren,Hayes,862
Grover,Taylor,863
Andrew,Ford,864
Ronald,Hoover,865
Harry,Garfield,866
Benjamin,Eisenhower,867
Calvin,Jackson,868
Gerald,Kennedy,869
Ulysses,Adams,870
Thomas,Washington,871
Richard,Roosevelt,872
George,Harding,873
Richard,Hoover,874
Grover,Harrison,875
James,Nixon,876
Grover,Coolidge,877
Martin,Taft,878
Zachary,Grant,879
John,Monroe,880
Zachary,Tyler,881
Warren,Taft,882
Herbert,Van Buren,883
Grover,Eisenhower,884
Zachary,Harrison,885
Zachary,Eisenhower,886
Gerald,Carter,887
Martin,Eisenhower,888
Richard,Johnson,889
Herbert,Harrison,890
Lyndon,Hoover,891
James,Jackson,892
George,Johnson,893
Zachary,Wilson,894
Gerald,Jackson,895
Dwight,Arthur,896
Warren,Arthur,897
Jimmy,Fillmore,898
Franklin,Jefferson,899
Andrew,Roosevelt,900
Millard,Hayes,901
Martin,Jefferson,902
Franklin,Pierce,903
Andrew,Hayes,904
George,Adams,905
Andrew,Jefferson,906
Martin,Washington,907
James,Roosevelt,908
Calvin,Roosevelt,909
Lyndon,Jefferson,910
Franklin,Coolidge,911
Woodrow,Johnson,912
Jimmy,Garfield,913
Ulysses,Taylor,914
Calvin,Johnson,915
John,Nixon,916
Woodrow,Tyler,917
Theodore,Roosevelt,918
John,Coolidge,919
William,Harding,920
Richard,Madison,921
James,Washington,922
Richard,Carter,923
Herbert,Hayes,924
Herbert,Nixon,925
Andrew,Taft,926
Martin,Adams,927
Ulysses,Johnson,928
Franklin,Washington,929
Lyndon,Johnson,930
Herbert,Madison,931
Benjamin,Kennedy,932
Franklin,Clinton,933
Herbert,Roosevelt,934
George,Cleveland,935
Rutherford,Ford,936
Woodrow,Hayes,937
Thomas,Harrison,938
Rutherford,Harrison,939
Richard,Washington,940
William,Reagan,941
Calvin,Washington,942
Warren,Madison,943
Andrew,Johnson,944
Millard,Jefferson,945
Abraham,Cleveland,946
James,Arthur,947
John,Johnson,948
Theodore,Adams,949
James,Jackson,950
James,Arthur,951
Herbert,Washington,952
Richard,Wilson,953
Woodrow,Jackson,954
George,Van Buren,955
Rutherford,Tyler,956
Grover,Clinton,957
Dwight,Garfield,958
Millard,Washington,959
Thomas,Washington,960
Grover,Lincoln,961
Jimmy,Hayes,962
Gerald,Clinton,963
Thomas,Monroe,964
Warren,Arthur,965
Abraham,Kennedy,966
George,Taft,967
Herbert,Clinton,968
Jimmy,Kennedy,969
Millard,Johnson,970
Woodrow,Polk,971
Richard,Clinton,972
Benjamin,Johnson,973
Richard,Reagan,974
Ronald,Lincoln,975
Thomas,Roosevelt,976
Grover,Adams,977
Bill,Quincy,978
Jimmy,Cleveland,979
Thomas,Garfield,980
Grover,Reagan,981
Dwight,Quincy,982
Bill,Carter,983
Andrew,Madison,984
Bill,Monroe,985
James,Cleveland,986
George,Arthur,987
Bill,Washington,988
Lyndon,Jefferson,989
Grover,Fillmore,990
Ronald,Hayes,991
William,McKinley,992
Abraham,Taylor,993
Martin,Adams,994
Thomas,Roosevelt,995
Jimmy,Polk,996
James,Grant,997
John,Reagan,998
Woodrow,Buchanan,999
Lyndon,Reagan,1
Chester,Jefferson,2
Lyndon,Kennedy,3
Thomas,Johnson,4
Grover,Johnson,5
Harry,Roosevelt,6
Rutherford,McKinley,7
Lyndon,Johnson,8
Richard,Adams,9
William,Johnson,10
George,Eisenhower,11
Gerald,Johnson,12
Gerald,Buchanan,13
Thomas,Harding,14
Millard,Hoover,15
Chester,Truman,16
Chester,Hayes,17
Ulysses,Clinton,18
Gerald,Garfield,19
Gerald,Pierce,20
Lyndon,Jefferson,21
Warren,Nixon,22
James,Taft,23
Dwight,Hayes,24
Harry,Roosevelt,25
Thomas,Roosevelt,26
Dwight,Harding,27
Chester,Garfield,28
Franklin,Roosevelt,29
George,Garfield,30
Warren,Truman,31
Grover,Hayes,32
Warren,Truman,33
Chester,Arthur,34
George,Roosevelt,35
John,Reagan,36
Lyndon,Coolidge,37
Lyndon,Madison,38
Thomas,Clinton,39
Jimmy,Monroe,40
Millard,Madison,41
James,Clinton,42
Lyndon,Harding,43
Calvin,Taylor,44
Herbert,Roosevelt,45
William,Carter,46
Ulysses,Johnson,47
Richard,Cleveland,48
Jimmy,Washington,49
Ulysses,Harrison,50
Jimmy,Hayes,51
Calvin,Clinton,52
Andrew,Tyler,53
Harry,Roosevelt,54
Richard,Jackson,55
Calvin,Pierce,56
Martin,Washington,57
Benjamin,Carter,58
Ronald,Taft,59
George,Eisenhower,60
Lyndon,Taylor,61
Millard,Cleveland,62
Benjamin,Pierce,63
Franklin,Ford,64
Millard,Taylor,65
Ulysses,Cleveland,66
Herbert,Harrison,67
Dwight,McKinley,68
Thomas,Ford,69
Chester,Jefferson,70
Franklin,Fillmore,71
Richard,Cleveland,72
Calvin,Roosevelt,73
Theodore,Hayes,74
Ulysses,Tyler,75
Rutherford,Cleveland,76
Harry,Hayes,77
Ronald,Truman,78
George,Nixon,79
Martin,Harrison,80
Ronald,Eisenhower,81
Millard,Pierce,82
Rutherford,Johnson,83
Bill,Wilson,84
Gerald,Van Buren,85
Harry,Roosevelt,86
George,Nixon,87
Bill,Madison,88
John,Nixon,89
Ulysses,Harding,90
Theodore,Jackson,91
Gerald,Hoover,92
James,Wilson,93
William,Fillmore,94
Andrew,McKinley,95
Grover,Madison,96
Richard,Fillmore,97
Andrew,Hoover,98
Dwight,Hoover,99
George,Harrison,100
Lyndon,Van Buren,101
Rutherford,Washington,102
Chester,Cleveland,103
Dwight,Johnson,104
Ronald,Jefferson,105
Chester,Hoover,106
Franklin,Hoover,107
Calvin,Jefferson,108
James,Washington,109
Benjamin,Hayes,110
Calvin,Coolidge,111
Millard,Kennedy,112
Ronald,Quincy,113
Martin,Hoover,114
Martin,Johnson,115
William,Adams,116
Ronald,Roosevelt,117
Jimmy,McKinley,118
John,Garfield,119
James,Nixon,120
Benjamin,Roosevelt,121
George,Grant,122
Lyndon,Arthur,123
Andrew,McKinley,124
Millard,Coolidge,125
Benjamin,Hayes,126
Harry,Jackson,127
Herbert,Jefferson,128
William,Madison,129
Martin,Reagan,130
Richard,Pierce,131
Ulysses,McKinley,132
Jimmy,Adams,133
Woodrow,Roosevelt,134
Dwight,Harrison,135
Grover,Garfield,136
Martin,Taylor,137
Ronald,Kennedy,138
Chester,Tyler,139
Millard,Washington,140
Abraham,Roosevelt,141
Gerald,Grant,142
Franklin,Nixon,143
Theodore,Hayes,144
Grover,Johnson,145
Rutherford,Washington,146
Martin,Jackson,147
Grover,Madison,148
Jimmy,Grant,149
Andrew,Clinton,150
Chester,Polk,151
Abraham,Jackson,152
Lyndon,Jefferson,153
Thomas,Quincy,154
Millard,Roosevelt,155
Zachary,Eisenhower,156
Herbert,Adams,157
Jimmy,Polk,158
Ulysses,Harrison,159
Martin,Clinton,160
Harry,Clinton,161
Millard,Nixon,162
Andrew,Harding,163
Ronald,Pierce,164
Herbert,Cleveland,165
Lyndon,Quincy,166
Calvin,Pierce,167
Lyndon,Adams,168
Benjamin,Clinton,169
Thomas,Eisenhower,170
Andrew,Carter,171
Woodrow,Cleveland,172
Calvin,Cleveland,173
Ronald,Cleveland,174
Grover,Coolidge,175
Abraham,Coolidge,176
Martin,Nixon,177
Ronald,Jackson,178
Abraham,Reagan,179
Zachary,Coolidge,180
Benjamin,Roosevelt,181
Richard,Eisenhower,182
Warren,Harrison,183
Andrew,Tyler,184
Harry,McKinley,185
Richard,Wilson,186
John,Madison,187
Woodrow,Reagan,188
Ulysses,Arthur,189
Thomas,Nixon,190
Franklin,Harrison,191
William,Pierce,192
Millard,Fillmore,193
Franklin,Ford,194
Benjamin,Jefferson,195
Richard,Monroe,196
Herbert,Truman,197
Harry,Eisenhower,198
Andrew,Grant,199
Thomas,Tyler,200
Franklin,Johnson,201
Warren,Harrison,202
Ronald,Arthur,203
Jimmy,Cleveland,204
Franklin,Buchanan,205
John,Polk,206
Richard,Harrison,207
Andrew,Jefferson,208
Dwight,Johnson,209
Warren,Pierce,210
James,Washington,211
Ronald,Harding,212
Thomas,Clinton,213
Rutherford,Coolidge,214
Grover,Madison,215
Rutherford,Jefferson,216
Zachary,Arthur,217
Richard,Tyler,218
Grover,Adams,219
James,Madison,220
Gerald,Tyler,221
Gerald,Monroe,222
Gerald,Taylor,223
Martin,Taft,224
Martin,Quincy,225
Millard,Harrison,226
Ulysses,Eisenhower,227
Ulysses,Johnson,228
Andrew,Quincy,229
Franklin,Tyler,230
Gerald,Pierce,231
Calvin,McKinley,232
Andrew,Arthur,233
Abraham,McKinley,234
Jimmy,Coolidge,235
Martin,Johnson,236
Rutherford,Polk,237
William,Tyler,238
Rutherford,Buchanan,239
Herbert,Adams,240
Abraham,Van Buren,241
Franklin,Madison,242
Richard,Johnson,243
Franklin,Adams,244
Grover,Harrison,245
Calvin,Reagan,246
Warren,Nixon,247
Woodrow,Eisenhower,248
Lyndon,Adams,249
Gerald,Washington,250
Warren,Fillmore,251
Warren,Pierce,252
Thomas,Buchanan,253
Ronald,Lincoln,254
Ulysses,Madison,255
Richard,Washington,256
Rutherford,Taft,257
Benjamin,Jackson,258
Rutherford,Roosevelt,259
Richard,Polk,260
George,Taylor,261
Millard,Monroe,262
William,Hayes,263
Warren,Tyler,264
Richard,Cleveland,265
Chester,Fillmore,266
Calvin,Garfield,267
Warren,Johnson,268
Ronald,Polk,269
Grover,Hoover,270
James,Hayes,271
Gerald,Harrison,272
Grover,Lincoln,273
Ronald,Harrison,274
George,McKinley,275
Herbert,Jefferson,276
Ulysses,Monroe,277
Chester,Wilson,278
Harry,Polk,279
Lyndon,Tyler,280
Franklin,Clinton,281
Ulysses,Adams,282
Harry,Carter,283
Chester,Wilson,284
Abraham,Truman,285
Grover,Clinton,286
Jimmy,Van Buren,287
Jimmy,Madison,288
Theodore,Nixon,289
Calvin,Johnson,290
George,Ford,291
Woodrow,Garfield,292
Millard,Harrison,293
Woodrow,Roosevelt,294
Franklin,Adams,295
Chester,Quincy,296
Harry,Grant,297
James,Arthur,298
William,Garfield,299
Ronald,Tyler,300
Grover,McKinley,301
Jimmy,Cleveland,302
Rutherford,Arthur,303
Jimmy,Roosevelt,304
Gerald,Truman,305
Gerald,Wilson,306
Martin,Quincy,307
Abraham,Arthur,308
Thomas,Polk,309
William,Wilson,310
Rutherford,Adams,311
Calvin,Adams,312
Benjamin,Wilson,313
Calvin,Coolidge,314
Bill,McKinley,315
Zachary,Roosevelt,316
James,Johnson,317
James,Coolidge,318
Jimmy,Wilson,319
Martin,Johnson,320
Herbert,Taft,321
Gerald,Jackson,322
William,Grant,323
Abraham,Roosevelt,324
Theodore,Garfield,325
Gerald,Grant,326
James,Monroe,327
Thomas,Harding,328
Franklin,Harrison,329
Warren,Roosevelt,330
Theodore,Cleveland,331
Chester,Jefferson,332
Warren,Pierce,333
Chester,Tyler,334
Dwight,Roosevelt,335
Theodore,Johnson,336
Andrew,Nixon,337
Franklin,Adams,338
Harry,McKinley,339
Jimmy,Jefferson,340
Richard,Carter,341
Ronald,Fillmore,342
Grover,Johnson,343
Ronald,Reagan,344
Ulysses,Washington,345
Herbert,Carter,346
Warren,Buchanan,347
Martin,Arthur,348
Woodrow,Monroe,349
Dwight,Jackson,350
Ronald,Madison,351
Calvin,Arthur,352
John,Johnson,353
Thomas,Buchanan,354
Andrew,Reagan,355
Benjamin,Van Buren,356
Jimmy,Roosevelt,357
Millard,Adams,358
Benjamin,Buchanan,359
Andrew,Carter,360
Theodore,Harrison,361
Calvin,Johnson,362
Franklin,Wilson,363
Ronald,Washington,364
Grover,Hoover,365
Ronald,Adams,366
Ulysses,Monroe,367
Millard,Adams,368
Bill,Buchanan,369
Woodrow,Arthur,370
Jimmy,Cleveland,371
Calvin,Eisenhower,372
Richard,Fillmore,373
Ulysses,Johnson,374
Calvin,Roosevelt,375
Harry,Clinton,376
John,Nixon,377
John,Kennedy,378
Ronald,Eisenhower,379
Bill,Hoover,380
Dwight,Clinton,381
Harry,Harrison,382
Jimmy,McKinley,383
Martin,Nixon,384
Warren,Cleveland,385
James,Kennedy,386
Bill,Washington,387
Warren,Grant,388
John,Wilson,389
Rutherford,Roosevelt,390
Harry,Harrison,391
Woodrow,Roosevelt,392
Ronald,Taft,393
Herbert,Madison,394
Benjamin,Kennedy,395
Martin,Adams,396
Millard,Van Buren,397
James,Garfield,398
